,Bigram Frequency,Bigram Average Frequency,Bigram Frequency with Position,Bigram Average Frequency with Position,Bigram Independent Probabilities,Mean Edit Distance,Transition Probability,Average Transition Probability,Transition Log Probability
956,3378.0,1126.0,344,114.66666666666667,7.491102307185514e-07,5.4902,3.628889575850865e-06,0.08164972956542184,18.07204041187208
957,1293.0,323.25,196,49.0,1.8371229738655503e-11,5.7345,3.54273729459458e-08,0.05730904325539314,24.75056027017032
958,2490.0,415.0,782,130.33333333333334,3.51719018020896e-15,6.3846,2.2757245281199303e-09,0.08310745082674868,28.711026921107965
959,576.0,288.0,9,4.5,7.3002377603117e-06,5.5639,2.440314601506385e-06,0.03952405132857463,18.64450141957884
960,831.0,118.71428571428571,170,24.285714285714285,1.4612378118820607e-21,7.1746,4.293665172438208e-13,0.042254191588298025,41.08285554184931
961,3272.0,545.3333333333334,760,126.66666666666667,3.941992124266747e-14,6.0757,1.1251349551305543e-08,0.1014847011525599,26.40532670217173
962,1567.0,313.4,515,103.0,7.932094405211205e-14,6.1576,9.442599109628157e-10,0.05137210535637294,29.980096927585073
963,1426.0,285.2,482,96.4,8.219085544836584e-14,6.1738,1.7610106788489132e-10,0.04041452018564408,32.40287729110958
964,1255.0,251.0,352,70.4,1.1015443444551528e-13,5.9801,5.4963080141139584e-09,0.06607088921672993,27.438889998668824
965,1359.0,271.8,164,32.8,2.7214460704622204e-14,5.9762,3.5205729241042813e-10,0.04461862597247253,31.403470722424323
966,2079.0,519.75,349,87.25,1.5521897797965275e-10,5.738,4.4679697357021475e-08,0.05956873402897064,24.41580534550245
967,2644.0,377.7142857142857,491,70.14285714285714,3.0516193486121463e-18,6.7514,4.2316557926970084e-11,0.07037040283748566,34.45998676185842
968,1714.0,285.6666666666667,182,30.333333333333332,1.7457684741846577e-17,6.6695,1.6224157882750311e-12,0.0335946615772265,39.1649935417743
969,2037.0,291.0,478,68.28571428571429,1.0738671068056934e-18,7.0367,4.233061000767308e-11,0.07037299889160027,34.45950776491558
970,559.0,139.75,138,34.5,3.4725213951895294e-12,6.1656,1.289899614114233e-10,0.02247808549975136,32.85202215598086
971,3178.0,635.6,662,132.4,7.519415963521845e-12,5.9148,8.847144016499527e-08,0.09826535838569568,23.430212951158545
972,2623.0,655.75,276,69.0,7.826917886890371e-10,5.6488,3.4883071580478266e-07,0.0839013830418203,21.450969583992926
973,1105.0,221.0,234,46.8,6.327675808319001e-14,6.0024,5.102382167718153e-09,0.06537265757744629,27.546181893340037
974,1786.0,223.25,331,41.375,7.940204459034923e-22,7.9422,5.929838899756608e-13,0.0598831020501928,40.6170723229768
975,1863.0,465.75,308,77.0,1.0885071169280629e-11,5.8746,2.2682799671993874e-08,0.05320463190383924,25.39382604017564
976,1645.0,235.0,467,66.71428571428571,3.312719854656986e-20,7.1082,1.8445235698879313e-12,0.04968317671101164,38.979888914298094
977,1410.0,156.66666666666666,269,29.88888888888889,1.1482551018384842e-25,8.8252,1.328113303497233e-15,0.044418800825910716,49.419543192724426
978,2752.0,458.6666666666667,591,98.5,1.2556332421595638e-15,6.4429,2.845472435131456e-10,0.06408690492527475,31.710612745116233
979,1422.0,237.0,453,75.5,1.260886068143656e-16,6.3707,6.736180332578951e-10,0.07137591901393371,30.467350187928503
980,2993.0,748.25,461,115.25,8.950308488538086e-10,5.8385,8.810147095019145e-07,0.0979107836571077,20.114330557496828
981,2127.0,354.5,694,115.66666666666667,9.150123898506931e-16,6.3965,2.1082524948469747e-10,0.06172915440908072,32.14323328718829
982,624.0,156.0,181,45.25,1.6452940676232054e-13,5.9039,2.687257960885041e-10,0.02540299326213837,31.793146130676064
983,6173.0,881.8571428571429,1056,150.85714285714286,1.4367599270175596e-15,6.8788,2.599071314770844e-09,0.11119644699608032,28.519356634160484
984,4507.0,643.8571428571429,934,133.42857142857142,2.862990547842095e-16,6.6956,3.370349000446008e-10,0.08861748705721592,31.466382958314266
985,1689.0,563.0,505,168.33333333333334,1.2638325389423136e-07,5.7284,1.820425578493896e-06,0.07112701546645608,19.067292806697434
986,3743.0,623.8333333333334,579,96.5,2.059458636669662e-14,6.5503,8.721340747122922e-10,0.07371789183174582,30.094731008763986
987,1469.0,244.83333333333334,267,44.5,4.724278136566872e-17,6.68,6.719361875931511e-11,0.05350766555292497,33.79288481405194
988,3632.0,403.55555555555554,573,63.666666666666664,8.041884743087838e-23,8.4085,7.662983394508498e-13,0.07917382482301405,40.2471590541139
989,1522.0,304.4,422,84.4,9.824855593405507e-14,6.0541,2.9184342752424305e-08,0.08386733546018907,25.030230180804914
990,3130.0,447.14285714285717,1031,147.28571428571428,1.2243534774874133e-17,6.8397,6.296233951562455e-11,0.07354692840091591,33.88671989515063
991,1800.0,360.0,459,91.8,1.1523723359132727e-12,6.0597,2.0959972555399687e-08,0.0799937056565854,25.507787931260495
992,2042.0,291.7142857142857,473,67.57142857142857,1.1805962705692627e-18,7.2665,2.7187269812478845e-12,0.05187158406939494,38.42020585767047
993,2692.0,673.0,302,75.5,1.1376653303077393e-09,5.5506,2.982685334510716e-07,0.08173998866313151,21.676884879058097
994,1831.0,366.2,466,93.2,7.561818669304037e-13,5.9816,4.555984429150006e-10,0.046292618537697616,31.031518132474318
995,1319.0,439.6666666666667,124,41.333333333333336,8.775395264485075e-08,5.5841,1.5363790414997618e-06,0.06875426992428747,19.31203438071915
996,2121.0,530.25,535,133.75,1.0046137924906158e-09,5.5782,6.56457227560341e-07,0.09322543225342,20.538795650956075
997,2304.0,329.14285714285717,556,79.42857142857143,1.0169456916092343e-18,7.2919,2.7684878091417634e-12,0.05197622515221177,38.394038969581
998,2840.0,315.55555555555554,483,53.666666666666664,9.411693861748967e-25,8.4754,1.4786442728847248e-14,0.055298694981667285,45.94271831281692
999,1280.0,213.33333333333334,381,63.5,1.0897922472718599e-16,6.6836,5.980298762273242e-11,0.05273395692556158,33.96099148373838
1000,3644.0,911.0,411,102.75,6.4606200249413926e-09,5.5161,4.099868649882572e-06,0.12651101026971495,17.895990879397974
1001,1229.0,307.25,350,87.5,3.015127974709199e-11,6.0053,1.0459861047572699e-07,0.06864164020946109,23.18863297776142
1002,4047.0,505.875,396,49.5,5.741921402899553e-20,7.3255,1.1681581532682528e-11,0.08067707876290037,36.31697343436351
1003,3013.0,602.6,366,73.2,1.036060251621583e-12,6.0221,1.1817683387099e-09,0.05304536946263601,29.65640560133916
1004,216.0,108.0,74,37.0,9.248962911183427e-07,6.0685,7.182186631583789e-06,0.05176833194303266,17.087145426908897
1005,1496.0,498.6666666666667,304,101.33333333333333,7.924678138233669e-08,5.8613,9.136795788281107e-06,0.09821069483604752,16.739880258618154
1006,238.0,119.0,17,8.5,2.00681722853999e-07,5.8905,7.783456690942244e-08,0.01670294797111074,23.615013749987007
1007,1232.0,616.0,199,99.5,3.2334050430155114e-05,5.6146,1.2395900909440142e-05,0.05933617187243163,16.29977734699368
1008,519.0,129.75,97,24.25,3.0795538339422472e-12,5.7674,1.0461524233859122e-08,0.04676624432332324,26.510331692941815
1009,3538.0,589.6666666666666,542,90.33333333333333,2.6316117543652366e-14,6.3277,3.237347869902444e-10,0.06512888919599437,31.524468549895005
1010,2031.0,338.5,483,80.5,1.9184456109394366e-15,6.2984,2.1826836678817883e-10,0.061997453259403305,32.09317789039425
1011,1174.0,293.5,347,86.75,1.0990154909398494e-11,6.0738,4.182562393345488e-09,0.04013966448599691,27.832965792168842
1012,3419.0,488.42857142857144,845,120.71428571428571,1.031826590905327e-17,7.1973,4.5595912414796315e-10,0.09164375570931924,31.03037645350177
1013,932.0,186.4,106,21.2,3.311449483025882e-15,6.2739,3.8142200080751886e-11,0.03248099999451325,34.609820981598325
1014,3677.0,612.8333333333334,955,159.16666666666666,2.0170812368204166e-14,6.3498,2.279416332833248e-08,0.11084802432737294,25.38676030379919
1015,3011.0,430.14285714285717,517,73.85714285714286,1.5575407666064277e-17,6.7903,2.5807158543988844e-10,0.08602759836835386,31.85150964433304
1016,980.0,245.0,253,63.25,4.554238289792605e-11,5.8658,6.447599583787922e-08,0.0633237088016554,23.88666260835041
1017,2244.0,374.0,551,91.83333333333333,2.315591684954145e-15,6.5074,4.082884233636148e-10,0.06704569286956027,31.18969228699922
1018,3006.0,501.0,780,130.0,5.038931809396299e-15,6.3483,5.268961402479684e-09,0.09230295974667074,27.49983424262847
1019,2251.0,375.1666666666667,563,93.83333333333333,2.564068564007354e-15,6.2905,1.1564029223906903e-10,0.05726491857940135,33.00963678905081
1020,1799.0,359.8,578,115.6,9.619753051508525e-14,6.1145,1.6465367589215145e-09,0.05561916826763303,29.177918133536874
1021,2364.0,394.0,427,71.16666666666667,4.862780842898079e-16,6.4057,2.3770375572179805e-10,0.0626620365319494,31.970116250816638
1022,3048.0,508.0,809,134.83333333333334,1.9760261621010726e-14,6.1167,2.1397916678677462e-09,0.0824700839233672,28.799882512670578
1023,892.0,178.4,189,37.8,2.158990510563577e-15,6.0231,9.805923285151191e-11,0.037171718672839346,33.247555568754244
1024,3997.0,666.1666666666666,873,145.5,5.490500523024269e-14,6.2101,4.1276305267917044e-08,0.11938852919964259,24.53011092133708
1025,3312.0,552.0,1157,192.83333333333334,2.2270657239214393e-14,6.0347,3.868525023135209e-09,0.08880617734648995,27.945569248191145
1026,1014.0,507.0,342,171.0,2.1989083653630456e-05,5.7309,1.8738404383926497e-05,0.06579352449469288,15.703642364844368
1027,3930.0,561.4285714285714,832,118.85714285714286,5.91203740583023e-18,6.7464,5.923181063786634e-12,0.05655957169820094,37.29676495056804
1028,2678.0,535.6,812,162.4,3.653902576489787e-12,5.8567,3.0776409646347476e-07,0.11742090464758569,21.63167172648735
1029,2523.0,420.5,762,127.0,2.6766706046100823e-15,6.3714,3.4274593392614753e-10,0.0655951212110411,31.44214139779072
1030,1723.0,430.75,294,73.5,1.8726821451742074e-10,5.9501,9.657045169609756e-09,0.04614670646604337,26.625771028409794
1031,1774.0,295.6666666666667,446,74.33333333333333,1.5690091457552795e-16,6.5491,3.020186738392806e-11,0.048417707731763,34.946571289500575
1032,804.0,201.0,333,83.25,1.5062159553980828e-11,6.0742,1.5034501517586075e-08,0.04967999066253064,25.987147724245087
1033,752.0,188.0,173,43.25,1.0543234027384272e-11,6.1271,6.489316329957912e-10,0.029423872103352358,30.52121445513825
1034,2848.0,712.0,440,110.0,2.7392144259718213e-09,5.5517,1.0169655153199484e-06,0.1002807802556351,19.907297810207815
1035,5173.0,646.625,1056,132.0,9.355907834204785e-19,7.5485,7.034101776710882e-11,0.09654301661089816,33.72684283423226
1036,1966.0,327.6666666666667,626,104.33333333333333,1.5051013412810816e-15,6.2382,1.9422872836953336e-09,0.08147777924033095,28.939596248435397
1037,1167.0,233.4,311,62.2,8.36085131176255e-14,6.1966,1.6236897883606855e-09,0.05550825566124885,29.19807682709314
1038,2583.0,516.6,349,69.8,5.464258512256053e-12,5.9109,1.674526689803999e-08,0.07746890888158248,25.831671388165642
1039,2200.0,1100.0,248,124.0,0.00010318948567193232,5.3798,1.5680419875187826e-05,0.06292734692912472,15.960676283367553
1040,3337.0,556.1666666666666,950,158.33333333333334,9.936327657079299e-15,6.5833,2.2919882078745732e-09,0.08318146163439046,28.70075323244146
1041,2194.0,438.8,308,61.6,8.072566609192724e-13,5.7989,1.8280383120802454e-08,0.07844573339928079,25.705128452341338
1042,2590.0,370.0,564,80.57142857142857,2.7762468568108285e-17,6.8771,1.0956121650891267e-11,0.060559752832760154,36.40947185360513
1043,1716.0,245.14285714285714,329,47.0,1.4298150616245867e-19,6.955,3.502775821485536e-13,0.041309107875457364,41.3765665752788
1044,3765.0,537.8571428571429,1028,146.85714285714286,4.9758102501926894e-17,7.123,2.8738301334131637e-09,0.11244499295745183,28.374378064607498
1045,5490.0,784.2857142857143,1062,151.71428571428572,9.899172742175946e-16,6.9303,4.002336817166751e-09,0.11666047411749651,27.896510271447987
1046,759.0,189.75,299,74.75,1.8373167628528054e-11,6.0731,7.235330762137412e-09,0.04397876859318784,27.04229388311898
1047,2035.0,290.7142857142857,242,34.57142857142857,2.993352101348775e-19,7.2118,1.613338398398168e-12,0.04894938892115442,39.17308806253134
1048,3988.0,569.7142857142857,801,114.42857142857143,1.2015049890880587e-17,6.9497,9.470594253225401e-12,0.059587206475968456,36.61968218504726
1049,3120.0,520.0,671,111.83333333333333,9.502128341292172e-15,6.3951,6.494125359440206e-10,0.07105016379666332,30.520145714896817
1050,3286.0,469.42857142857144,588,84.0,5.05476405357771e-17,6.6364,2.894277966653533e-10,0.08713068685430332,31.686077463819842
1051,3764.0,418.22222222222223,640,71.11111111111111,3.8944737524181457e-22,8.4325,5.870746128091544e-14,0.06268360083572715,43.953449457644616
1052,2578.0,429.6666666666667,766,127.66666666666667,2.4555061072301858e-15,6.4382,5.647948025577547e-10,0.06982104369793092,30.72155413639529
1053,1715.0,285.8333333333333,124,20.666666666666668,6.70573486691849e-17,6.5413,9.703031629268228e-12,0.042011039814231474,36.584701563186236
1054,2797.0,310.77777777777777,486,54.0,7.871624400250365e-24,8.3969,8.982559177054107e-14,0.0651546569440929,43.33986679369674
1055,3376.0,844.0,506,126.5,4.419677262230403e-09,5.5669,5.624663087941051e-07,0.09085512264143006,20.761729981377627
1056,1295.0,259.0,298,59.6,5.1782711935323805e-14,6.0296,4.560684715054653e-09,0.06433286079143552,27.70810241537341
1057,3277.0,546.1666666666666,875,145.83333333333334,2.1855579621255985e-14,6.1813,6.786474428925967e-09,0.09526986002438675,27.134690564471754
1058,2002.0,286.0,424,60.57142857142857,1.744626717195174e-18,7.4514,9.404507583753117e-12,0.0595408620074832,36.62978473185633
1059,3235.0,647.0,723,144.6,5.630536013770551e-12,5.798,1.939606764727779e-08,0.07911244611477447,25.61966056858456
1060,551.0,183.66666666666666,184,61.333333333333336,5.508616573812825e-09,6.1141,8.224889074100714e-08,0.03828476713802919,23.5354285371901
1061,2149.0,537.25,577,144.25,9.812395752669751e-10,5.8517,5.664837760577855e-08,0.06197234254391134,24.07339012085743
1062,2252.0,375.3333333333333,461,76.83333333333333,6.393030113000817e-15,6.0867,2.4779607292907263e-09,0.08399661843283508,28.588199530150387
1063,848.0,212.0,341,85.25,1.0286717340760857e-11,5.7448,2.538761793323475e-08,0.0542130272570756,25.231299722803065
1064,284.0,142.0,100,50.0,1.3678043741890985e-06,6.0396,8.946158001590992e-08,0.017294545013348706,23.414156520530717
1065,2651.0,378.7142857142857,366,52.285714285714285,1.1412063329607129e-18,6.9845,1.1146989666289963e-12,0.0469792846838275,39.70648298723749
1066,2329.0,388.1666666666667,603,100.5,4.6649061831610794e-15,6.3451,8.67862473391504e-10,0.07367266222115423,30.10181450606074
1067,2058.0,411.6,657,131.4,1.5282519699019467e-12,5.8536,5.645102189335799e-08,0.09215619690326572,24.07842506176518
1068,2161.0,432.2,384,76.8,2.949698823794027e-13,6.0678,7.3695437030706434e-09,0.06889787064229125,27.01577755864102
1069,2261.0,376.8333333333333,658,109.66666666666667,6.976921080032223e-16,6.2555,3.0641968302389504e-10,0.06468291481889721,31.60377197638586
1070,1783.0,594.3333333333334,136,45.333333333333336,9.248332757615578e-09,5.5168,9.8371255256193e-08,0.039680180829181164,23.277187947168976
1071,2641.0,528.2,565,113.0,4.2352214269677383e-13,6.0947,1.213387912177269e-08,0.07398485196434003,26.296383914734086
1072,3894.0,556.2857142857143,976,139.42857142857142,1.52918240020519e-17,6.9521,3.269630992091736e-10,0.08831925880426232,31.510153125358023
1073,1787.0,595.6666666666666,395,131.66666666666666,1.5746537075711779e-07,5.7184,8.371247128245385e-06,0.09650682604180473,16.8661260013029
1074,1807.0,361.4,292,58.4,6.027252050239342e-13,6.1695,7.338251673244832e-09,0.06885600164365771,27.021916469771035
1075,4365.0,545.625,1085,135.625,2.601669581732236e-20,7.6044,3.013517713011295e-11,0.08869668219900828,34.94976049899569
1076,2759.0,394.14285714285717,378,54.0,5.881267157621741e-18,7.0619,3.784244895811587e-12,0.05381292286674922,37.943131683549126
1077,1968.0,281.14285714285717,445,63.57142857142857,1.7738517496586818e-20,7.4044,4.531619240416457e-13,0.042508188850067366,41.0050385866403
1078,2805.0,701.25,380,95.0,6.995852797063062e-10,5.9451,2.6018186125418175e-08,0.05443515986511229,25.195904371950196
1079,2820.0,564.0,675,135.0,3.638039494526819e-12,5.6058,8.874231002054475e-08,0.09830828146103274,23.425802651153653
1080,4564.0,760.6666666666666,938,156.33333333333334,1.5770714696412803e-14,6.3775,1.5492147910937108e-08,0.10562432688924293,25.943887578455477
1081,4665.0,777.5,487,81.16666666666667,2.7691946223941726e-14,6.354,6.457211122496655e-10,0.07099955443540598,30.528369751213855
1082,2578.0,429.6666666666667,601,100.16666666666667,7.452511592206781e-15,6.1295,7.345794331388227e-10,0.07215307518693935,30.342362445022946
1083,573.0,143.25,51,12.75,5.432227442204805e-13,6.2201,4.676192891312789e-10,0.027860061421855643,30.99394650711339
1084,893.0,223.25,350,87.5,3.118013301405163e-11,5.8368,3.937877107821984e-08,0.0583279921052723,24.598006670384134
1085,3015.0,430.7142857142857,569,81.28571428571429,9.47785699450652e-18,6.8136,4.8105729063545326e-11,0.07138014442347278,34.27500032441481
1086,2244.0,280.5,349,43.625,5.105492672493868e-21,8.0227,1.9864258372892567e-13,0.05367934841724391,42.194890301761994
1087,727.0,363.5,160,80.0,6.7899076598259595e-06,5.8547,1.3152866068921234e-05,0.06022198959078335,16.214263270897632
1088,3981.0,663.5,264,44.0,2.3022464809353273e-15,6.492,1.11281303309314e-10,0.05699054044358736,33.06506972716199
1089,4234.0,529.25,816,102.0,1.391698927534821e-19,7.5015,2.3011247395291933e-12,0.06857945289931279,38.66079794725392
1090,2828.0,471.3333333333333,806,134.33333333333334,9.507780177541024e-15,6.143,5.100118110637966e-09,0.09192794022014608,27.546822195988682
1091,2325.0,387.5,616,102.66666666666667,1.061609350973308e-15,6.2355,3.2003538727302794e-10,0.06503539020069021,31.541049511821427
1092,1694.0,423.5,126,31.5,3.64572725567945e-11,5.8491,1.044616574317637e-08,0.04675479445124731,26.512451259699642
1093,2047.0,511.75,138,34.5,1.419493529536592e-10,5.9588,2.375609530540696e-08,0.05361617687025353,25.327127033501483
1094,2534.0,422.3333333333333,785,130.83333333333334,2.641404510127469e-16,6.353,3.708129151456613e-11,0.04967574127454931,34.65051755089756
1095,1054.0,263.5,194,48.5,6.649965941012452e-11,5.7504,1.7789541314902026e-08,0.0510929280085846,25.74439544642791
1096,2481.0,496.2,511,102.2,7.44789955138569e-14,6.0348,2.1420516610514827e-08,0.08024246791337056,25.47643148431231
1097,2520.0,420.0,736,122.66666666666667,2.1142702702713578e-17,6.3902,4.6489944323678713e-11,0.0510998797641107,34.32429034567354
1098,1824.0,260.57142857142856,322,46.0,5.125192583831244e-19,7.2499,9.957536516546746e-13,0.04639394711339253,39.86927636824635
1099,817.0,163.4,282,56.4,4.633660153878894e-15,6.296,1.8295983710795432e-10,0.04063572067919914,32.34775396246511
1100,3107.0,517.8333333333334,548,91.33333333333333,1.1293768106118788e-15,6.2616,5.866650568407144e-09,0.09355107398940646,27.344815789749138
1101,3498.0,499.7142857142857,679,97.0,4.1243522373269095e-17,6.8402,4.754501507396218e-10,0.09207098229234134,30.969986861311956
1102,1601.0,200.125,425,53.125,6.753405861344518e-23,7.981,3.757421770827235e-13,0.05721224565699371,41.275322165858334
1103,1032.0,258.0,301,75.25,3.227114669786594e-11,5.656,2.129512982837988e-08,0.052647778264994234,25.48490123361596
1104,2757.0,551.4,807,161.4,2.6514549503820347e-12,5.8961,6.095747605878016e-09,0.06705519429770189,27.289549684633762
1105,2592.0,432.0,609,101.5,3.4528494771148574e-15,6.2674,1.5207659113592756e-09,0.07902377934085612,29.292554755172343
1106,1285.0,321.25,383,95.75,1.2045111105151987e-10,6.0641,1.632831743309009e-07,0.07393048792571189,22.546120529527546
1107,1981.0,396.2,235,47.0,1.0132155823000188e-12,6.1674,1.984850511540771e-09,0.05712395359125355,28.908322498698645
1108,1978.0,329.6666666666667,285,47.5,1.4453219034032136e-15,6.5938,9.550379320924029e-11,0.055911684606163976,33.285651008670385
1109,2505.0,278.3333333333333,659,73.22222222222223,2.7017907320854175e-23,8.7169,2.00546784129794e-13,0.07008998595072641,42.181126401550316
1110,2879.0,575.8,585,117.0,2.0467232892912704e-12,5.8775,9.876180121839007e-09,0.07184058455036589,26.59339970538384
1111,3440.0,491.42857142857144,774,110.57142857142857,1.0635138317550547e-16,6.749,7.547544094003277e-10,0.0969221079483385,30.303273668646614
1112,750.0,187.5,150,37.5,6.141689435861433e-13,5.8369,1.7403766947810184e-09,0.034682245640396805,29.09795325085807
1113,487.0,162.33333333333334,166,55.333333333333336,4.151586237404049e-09,5.8875,1.636626103385457e-07,0.04393290231166381,22.54277189670831
1114,1653.0,413.25,363,90.75,2.61815352749505e-10,5.752,4.175152052662012e-07,0.0864527308199327,21.191667924917805
1115,824.0,274.6666666666667,195,65.0,2.4159891598226092e-08,5.6817,1.9272834433267948e-07,0.04539302426116251,22.30692790149819
1116,2362.0,295.25,431,53.875,6.764814391907507e-21,7.8871,1.1785823173474352e-12,0.06414103921401691,39.626084612405194
1117,1727.0,431.75,394,98.5,2.8124347592302006e-10,5.7747,8.695581480019908e-08,0.06656047891923661,23.455142254247704
1118,1653.0,413.25,524,131.0,4.357579464737975e-10,5.5209,7.486336875846434e-08,0.06491995762145865,23.6711647899182
1119,880.0,220.0,348,87.0,2.859983582511382e-11,6.0885,2.915216904987434e-08,0.05547685237822318,25.031821528809377
1120,1693.0,241.85714285714286,526,75.14285714285714,1.524665995442551e-19,6.9755,3.617858752530927e-12,0.05354474384275533,38.00800105490175
1121,3162.0,451.7142857142857,657,93.85714285714286,6.125217734870912e-17,6.8222,1.0269480566545768e-10,0.0776554700870185,33.18091773732659
1122,3902.0,650.3333333333334,1042,173.66666666666666,5.824170336156241e-14,6.5423,8.315038013466122e-09,0.09771990360051867,26.841629994957938
1123,1533.0,383.25,365,91.25,5.428176773592919e-11,6.1698,1.3275638948136304e-07,0.07142373744209421,22.844715365507962
1124,3050.0,610.0,312,62.4,3.9409072943760354e-12,5.7222,8.330320981940512e-09,0.07011465790334681,26.83898076774333
1125,3059.0,611.8,499,99.8,2.2655848658722866e-12,5.8666,3.504021755405618e-08,0.08608710700673983,24.766413026877174
1126,468.0,117.0,192,48.0,5.348698764215482e-13,6.1997,2.1628967065956994e-09,0.03596162405297439,28.784388085792465
1127,3773.0,539.0,964,137.71428571428572,1.0141613945829214e-17,6.8405,2.0658315877141636e-11,0.06498128926652799,35.49448639724099
1128,2419.0,483.8,559,111.8,2.6351632947015953e-12,5.8711,8.581441058160504e-09,0.07041277502448157,26.79613291804571
1129,2104.0,420.8,529,105.8,5.993262544756048e-13,6.0734,1.8091146059086385e-08,0.07832920626216622,25.720140954711436
1130,5190.0,648.75,743,92.875,2.88750422653224e-18,7.3471,5.039565380810424e-11,0.09337686916916527,34.20790972471563
1131,1654.0,330.8,346,69.2,6.885847903572074e-15,6.1399,3.4170700487050787e-10,0.04442882628460001,31.44652112607466
1132,1791.0,255.85714285714286,419,59.857142857142854,9.124238124484855e-19,7.0885,4.955843123815633e-12,0.05545005101537262,37.5540066186588
1133,2837.0,567.4,430,86.0,1.579796340601585e-13,6.2076,1.9346384942213265e-08,0.07908346496770906,25.623360748966284
1134,2640.0,440.0,799,133.16666666666666,1.8037426196170005e-15,6.3195,1.0385629728021463e-09,0.0753449422544428,29.84276415798187
1135,4213.0,601.8571428571429,1026,146.57142857142858,1.270111728534888e-16,7.0107,1.6679385652880066e-09,0.1058489787589647,29.159286702605712
1136,468.0,234.0,153,76.5,1.0843854498075735e-06,5.9946,1.8342290585077743e-06,0.03680131966142956,19.05639475539755
1137,2078.0,346.3333333333333,96,16.0,1.7509508631671338e-15,6.5349,7.481394682681034e-10,0.07231823543843248,30.315973706270373
1138,2892.0,413.14285714285717,616,88.0,4.206780754230958e-18,6.9201,1.185995200472679e-10,0.07890787096547,32.97318277732721
1139,1616.0,808.0,106,53.0,7.424167526003995e-06,5.6628,2.908037944055798e-06,0.041295242161423745,18.39152247567052
1140,2151.0,717.0,344,114.66666666666667,6.951754662578495e-08,5.8205,4.932726013929555e-08,0.034563474909787464,24.27303960339485
1141,1869.0,467.25,365,91.25,4.988843281876924e-10,5.6572,1.7870036081878015e-07,0.07505061203229764,22.415954116844226
1142,926.0,463.0,142,71.0,7.013298103950281e-06,5.9088,6.596802168238797e-07,0.028499245668581745,20.53172982368743
1143,624.0,312.0,209,104.5,4.461471564922588e-06,5.9357,1.451565042554643e-06,0.034710360573921926,19.393959350808682
1144,2149.0,358.1666666666667,656,109.33333333333333,5.460638624006768e-16,6.1274,2.72239010609443e-10,0.0637336505370138,31.774407135594426
1145,1653.0,275.5,104,17.333333333333332,7.621854833423333e-16,6.8008,2.3974218855415225e-11,0.04704008070785588,35.279725234639706
1146,2152.0,307.42857142857144,653,93.28571428571429,2.0456207656932456e-18,6.8902,5.946602889864907e-11,0.07308153484182436,33.96914330703314
1147,3669.0,611.5,1121,186.83333333333334,1.9204473444627435e-14,6.3827,8.245643083675195e-09,0.09761758663177779,26.85372083910469
1148,2336.0,389.3333333333333,491,81.83333333333333,4.772633597248372e-15,6.4368,3.256333359498896e-10,0.06517651085057669,31.516032549184178
1149,1374.0,458.0,332,110.66666666666667,1.1116144368582376e-07,5.4015,2.205208992030439e-06,0.07390774486788754,18.79065317999126
1150,3463.0,494.7142857142857,614,87.71428571428571,3.225397410780545e-17,6.7269,2.1075289894919632e-10,0.08411311729887176,32.14372847300465
1151,1348.0,337.0,481,120.25,9.305891117543143e-11,5.889,1.8802691934452032e-08,0.05156677900536706,25.664485535362715
1152,3150.0,525.0,389,64.83333333333333,6.842170654320733e-15,6.5725,4.629969686002617e-10,0.06810786530146466,31.008278201175774
1153,2650.0,378.57142857142856,769,109.85714285714286,3.136765293247949e-18,6.7407,3.30252534242121e-11,0.06845849557820785,34.81763941151065
1154,1907.0,381.4,598,119.6,4.9377875976469015e-14,6.2995,4.949936443480614e-09,0.06508999404552765,27.589942852685727
1155,6014.0,859.1428571428571,961,137.28571428571428,7.462234634226485e-17,7.116,8.514155646486013e-11,0.07605483750876117,33.45134557962668
1156,1963.0,327.1666666666667,303,50.5,3.5833081453905196e-16,6.4609,2.7135571072063336e-12,0.03582550910420071,38.42295186792034
1157,3089.0,514.8333333333334,760,126.66666666666667,2.8308011550800736e-14,6.3261,3.5673090472600125e-09,0.08791087281104147,28.062516647535144
1158,1110.0,185.0,182,30.333333333333332,4.7578703764234613e-17,6.5367,3.824036842222724e-11,0.04986723155672146,34.60611262090363
1159,1576.0,262.6666666666667,529,88.16666666666667,1.7970540670782132e-17,6.7819,1.8768176098667442e-11,0.045622361214685936,35.632920588651366
1160,3188.0,531.3333333333334,880,146.66666666666666,3.024030419362399e-14,5.9536,2.949358829789218e-09,0.08584518713770933,28.336951497349716
1161,935.0,233.75,217,54.25,4.0908982759748026e-11,6.0137,6.626445600882642e-09,0.04333912174021909,27.169117632069284
1162,731.0,182.75,228,57.0,8.435741991687713e-12,5.9403,9.165137329393162e-09,0.04574635502851682,26.701196355877936
1163,724.0,241.33333333333334,320,106.66666666666667,6.252499080428595e-09,5.8885,3.255914163756445e-07,0.050412076821758675,21.550433998131716
1164,3924.0,654.0,625,104.16666666666667,1.1819991979558166e-13,6.4309,3.7263298830118026e-10,0.06628422188164126,31.321525550622383
1165,4175.0,521.875,719,89.875,7.486714745126809e-19,7.3917,4.0147378441798015e-11,0.09127791667199772,34.53590325857126
1166,1903.0,475.75,461,115.25,6.688228110926648e-10,5.7996,3.92294804297667e-08,0.05829107876871761,24.603486531161913
